rep,gene,case_fun,case_syn,control_fun,control_syn
13,TECR,20,17,45,62
13,ZNF333,24,14,120,47
14,ADGRE2,18,8,81,72
14,ADGRE3,30,15,107,74
14,ADGRE5,58,13,135,67
14,CLEC17A,7,12,44,49
14,DDX39A,11,8,49,43
14,DNAJB1,9,10,57,43
14,GIPC1,15,5,33,20
14,NDUFB7,1,2,4,4
14,PKN1,21,26,128,108
14,PTGER1,11,19,45,94
14,TECR,24,6,76,21
14,ZNF333,24,8,148,26
15,ADGRE2,18,14,125,95
15,ADGRE3,33,5,97,53
15,ADGRE5,34,14,121,81
15,CLEC17A,8,13,65,60
15,DDX39A,12,6,67,34
15,DNAJB1,8,3,96,19
15,GIPC1,18,7,68,49
15,NDUFB7,5,2,13,6
15,PKN1,25,27,165,139
15,PTGER1,14,11,98,53
15,TECR,17,1,21,13
15,ZNF333,33,12,132,62
16,ADGRE2,35,22,182,123
16,ADGRE3,37,12,152,71
16,ADGRE5,33,15,130,68
16,CLEC17A,17,4,59,31
16,DDX39A,16,5,60,28
16,DNAJB1,10,5,56,23
16,GIPC1,7,3,57,39
16,NDUFB7,12,2,44,15
16,PKN1,21,9,143,75
16,PTGER1,15,11,74,64
16,TECR,13,2,66,14
16,ZNF333,28,9,126,45
17,ADGRE2,14,16,84,116
17,ADGRE3,51,9,114,49
17,ADGRE5,64,24,190,169
17,CLEC17A,24,12,106,37
17,DDX39A,24,8,80,53
17,DNAJB1,15,6,81,33
17,GIPC1,13,5,69,24
17,NDUFB7,3,7,17,31
17,PKN1,27,18,209,92
17,PTGER1,12,4,62,27
17,TECR,14,7,30,30
17,ZNF333,16,12,79,65
18,ADGRE2,19,14,128,85
18,ADGRE3,27,15,101,50
18,ADGRE5,39,19,164,83
18,CLEC17A,22,9,88,23
18,DDX39A,16,10,42,40
18,DNAJB1,9,5,40,25
18,GIPC1,8,4,58,8
18,NDUFB7,5,0,35,5
18,PKN1,22,25,158,111
18,PTGER1,4,17,22,75
18,TECR,23,8,76,39
18,ZNF333,31,19,120,103
19,ADGRE2,29,16,158,96
19,ADGRE3,35,23,120,106
19,ADGRE5,32,9,155,59
19,CLEC17A,10,2,64,31
19,DDX39A,17,8,60,73
19,DNAJB1,14,6,48,38
19,GIPC1,10,3,60,34
19,NDUFB7,5,1,13,12
19,PKN1,30,30,141,213
19,PTGER1,18,4,86,38
19,TECR,16,5,50,27
19,ZNF333,25,11,100,34
20,ADGRE2,30,19,94,94
20,ADGRE3,29,12,138,78
20,ADGRE5,42,27,155,106
20,CLEC17A,13,9,84,36
20,DDX39A,9,8,81,47
20,DNAJB1,5,2,48,25
20,GIPC1,13,6,53,30
20,NDUFB7,2,0,26,0
20,PKN1,23,24,128,111
20,PTGER1,7,12,52,54
20,TECR,11,5,56,34
20,ZNF333,37,8,188,61
21,ADGRE2,27,14,142,82
21,ADGRE3,21,17,91,83
21,ADGRE5,53,10,101,75
21,CLEC17A,11,6,61,29
21,DDX39A,15,9,54,56
21,DNAJB1,5,4,36,29
21,GIPC1,9,8,29,55
21,NDUFB7,2,7,11,34
21,PKN1,17,19,108,108
21,PTGER1,11,9,58,39
21,TECR,14,1,84,26
21,ZNF333,30,11,155,47
22,ADGRE2,33,10,159,61
22,ADGRE3,31,17,118,67
22,ADGRE5,41,12,148,72
22,CLEC17A,6,5,32,24
22,DDX39A,10,5,61,30
22,DNAJB1,12,7,64,48
22,GIPC1,6,20,47,67
22,NDUFB7,4,3,21,29
22,PKN1,29,13,140,81
22,PTGER1,10,6,57,49
22,TECR,17,10,33,42
22,ZNF333,30,15,144,91
23,ADGRE2,22,13,125,75
23,ADGRE3,41,8,142,54
23,ADGRE5,21,15,117,68
23,CLEC17A,3,8,35,41
23,DDX39A,17,7,95,26
23,DNAJB1,15,7,58,49
23,GIPC1,16,1,79,14
23,NDUFB7,0,4,12,23
23,PKN1,18,39,106,167
23,PTGER1,10,8,71,43
23,TECR,17,9,36,54
23,ZNF333,21,4,154,70
24,ADGRE2,24,8,143,57
24,ADGRE3,44,19,116,101
24,ADGRE5,24,13,97,85
24,CLEC17A,18,3,55,31
24,DDX39A,11,7,68,65
24,DNAJB1,6,3,47,20
24,GIPC1,17,8,81,51
24,NDUFB7,5,0,42,5
24,PKN1,41,19,210,114
24,PTGER1,9,6,70,34
24,TECR,14,13,59,70
24,ZNF333,27,15,141,57
25,ADGRE2,11,6,132,52
25,ADGRE3,30,14,78,66
25,ADGRE5,45,21,149,110
25,CLEC17A,3,4,53,32
25,DDX39A,12,12,101,53
25,DNAJB1,10,5,36,36
25,GIPC1,19,11,59,32
25,NDUFB7,12,5,39,18
25,PKN1,31,14,186,96
25,PTGER1,13,7,97,35
25,TECR,17,11,76,42
25,ZNF333,23,5,133,69
26,ADGRE2,24,19,134,89
26,ADGRE3,38,16,81,102
26,ADGRE5,40,15,123,58
26,CLEC17A,10,8,56,44
26,DDX39A,5,6,25,27
26,DNAJB1,10,7,83,21
26,GIPC1,13,9,74,38
26,NDUFB7,1,0,26,5
26,PKN1,27,18,156,144
26,PTGER1,8,7,66,65
26,TECR,12,7,52,45
26,ZNF333,27,8,160,49
27,ADGRE2,27,13,140,82
27,ADGRE3,27,15,95,50
27,ADGRE5,48,15,187,108
27,CLEC17A,12,9,35,43
27,DDX39A,11,4,54,35
27,DNAJB1,12,9,54,28
27,GIPC1,16,7,102,43
27,NDUFB7,7,3,29,4
27,PKN1,33,20,155,96
27,PTGER1,8,12,67,45
27,TECR,16,9,71,45
27,ZNF333,25,15,143,64
28,ADGRE2,23,16,102,89
28,ADGRE3,42,10,134,71
28,ADGRE5,49,18,102,127
28,CLEC17A,19,15,92,63
28,DDX39A,13,3,57,16
28,DNAJB1,9,7,33,49
28,GIPC1,6,9,25,43
28,NDUFB7,10,2,33,8
28,PKN1,28,20,177,90
28,PTGER1,14,9,54,58
28,TECR,14,0,59,26
28,ZNF333,30,14,140,84
29,ADGRE2,30,22,107,139
29,ADGRE3,35,12,143,51
29,ADGRE5,55,15,169,107
29,CLEC17A,11,12,46,78
29,DDX39A,20,5,53,30
29,DNAJB1,15,2,101,10
29,GIPC1,19,10,49,50
29,NDUFB7,9,4,38,13
29,PKN1,24,18,144,99
29,PTGER1,10,14,48,45
29,TECR,19,5,54,26
29,ZNF333,20,5,87,32
30,ADGRE2,32,20,160,78
30,ADGRE3,47,23,173,93
30,ADGRE5,36,13,157,81
30,CLEC17A,10,6,47,29
30,DDX39A,10,8,50,63
30,DNAJB1,15,12,74,40
30,GIPC1,5,2,42,24
30,NDUFB7,5,2,21,4
30,PKN1,24,5,188,59
30,PTGER1,8,12,66,54
30,TECR,10,4,48,52
30,ZNF333,28,12,150,61
31,ADGRE2,32,14,185,87
31,ADGRE3,44,11,161,82
31,ADGRE5,35,28,114,138
31,CLEC17A,15,3,96,12
31,DDX39A,7,9,61,53
31,DNAJB1,6,6,57,35
31,GIPC1,15,9,77,49
31,NDUFB7,5,3,26,4
31,PKN1,27,20,156,97
31,PTGER1,8,4,37,51
31,TECR,19,4,102,44
31,ZNF333,22,18,120,90
32,ADGRE2,23,20,143,126
32,ADGRE3,35,6,154,59
32,ADGRE5,34,25,122,139
32,CLEC17A,11,6,84,32
32,DDX39A,10,13,62,53
32,DNAJB1,11,4,83,23
32,GIPC1,16,6,82,31
32,NDUFB7,1,0,10,11
32,PKN1,24,19,142,172
32,PTGER1,8,6,55,22
32,TECR,14,2,41,14
32,ZNF333,19,15,117,76
33,ADGRE2,28,30,160,146
33,ADGRE3,38,11,175,94
33,ADGRE5,40,23,169,114
33,CLEC17A,11,6,63,20
33,DDX39A,15,8,66,43
33,DNAJB1,6,9,54,32
33,GIPC1,12,6,45,38
33,NDUFB7,1,5,5,15
33,PKN1,22,14,150,63
33,PTGER1,6,12,73,40
33,TECR,6,3,20,17
33,ZNF333,18,17,161,53
34,ADGRE2,30,13,153,98
34,ADGRE3,50,11,90,46
34,ADGRE5,54,11,176,83
34,CLEC17A,4,11,64,40
34,DDX39A,8,3,62,18
34,DNAJB1,5,6,89,28
34,GIPC1,13,10,26,57
34,NDUFB7,4,7,22,40
34,PKN1,35,14,169,62
34,PTGER1,9,9,45,44
34,TECR,7,7,59,43
34,ZNF333,20,10,108,44
35,ADGRE2,39,18,173,94
35,ADGRE3,47,10,167,79
35,ADGRE5,39,19,101,80
35,CLEC17A,11,8,65,38
35,DDX39A,20,3,76,35
35,DNAJB1,13,8,50,48
35,GIPC1,11,7,51,35
35,NDUFB7,5,0,22,7
35,PKN1,26,10,138,90
35,PTGER1,6,10,35,57
35,TECR,22,3,46,37
35,ZNF333,26,13,158,75
36,ADGRE2,34,14,191,69
36,ADGRE3,27,6,98,56
36,ADGRE5,39,31,149,160
36,CLEC17A,5,3,52,30
36,DDX39A,13,9,73,44
36,DNAJB1,10,4,36,23
36,GIPC1,11,6,74,28
36,NDUFB7,1,1,11,8
36,PKN1,14,26,101,110
36,PTGER1,9,15,55,75
36,TECR,10,6,21,23
36,ZNF333,22,10,123,68
37,ADGRE2,34,11,149,65
37,ADGRE3,34,18,90,81
37,ADGRE5,44,13,160,98
37,CLEC17A,15,11,69,44
37,DDX39A,14,12,94,68
37,DNAJB1,9,10,56,26
37,GIPC1,5,3,35,49
37,NDUFB7,7,1,29,12
37,PKN1,24,21,151,105
37,PTGER1,12,3,39,28
37,TECR,3,5,37,24
37,ZNF333,23,10,109,37
38,ADGRE2,32,18,179,70
38,ADGRE3,39,16,164,90
38,ADGRE5,40,8,160,57
38,CLEC17A,12,8,45,12
38,DDX39A,11,4,63,52
38,DNAJB1,7,15,48,85
38,GIPC1,8,4,33,44
38,NDUFB7,3,1,11,8
38,PKN1,23,13,138,58
38,PTGER1,9,8,60,64
38,TECR,17,1,40,27
38,ZNF333,28,8,165,43
39,ADGRE2,29,13,130,82
39,ADGRE3,37,14,142,104
39,ADGRE5,47,19,147,91
39,CLEC17A,11,1,55,28
39,DDX39A,9,11,48,64
39,DNAJB1,7,8,31,23
39,GIPC1,5,8,29,37
39,NDUFB7,10,0,23,25
39,PKN1,32,16,125,104
39,PTGER1,17,2,31,18
39,TECR,18,4,80,27
39,ZNF333,23,11,150,53
40,ADGRE2,29,10,203,83
40,ADGRE3,35,22,104,108
40,ADGRE5,26,23,126,122
40,CLEC17A,11,11,70,51
40,DDX39A,15,7,79,49
40,DNAJB1,8,12,32,64
40,GIPC1,13,5,39,19
40,NDUFB7,4,4,31,19
40,PKN1,38,16,184,95
40,PTGER1,9,15,71,82
40,TECR,23,4,43,25
40,ZNF333,22,11,143,52
41,ADGRE2,30,14,163,92
41,ADGRE3,28,6,142,30
41,ADGRE5,46,22,169,113
41,CLEC17A,9,2,52,19
41,DDX39A,8,13,47,62
41,DNAJB1,16,0,73,22
41,GIPC1,8,4,47,35
41,NDUFB7,2,3,6,24
41,PKN1,35,15,128,85
41,PTGER1,19,7,75,30
41,TECR,19,5,83,16
41,ZNF333,16,24,141,123
42,ADGRE2,34,9,168,71
42,ADGRE3,23,17,134,94
42,ADGRE5,29,20,133,113
42,CLEC17A,10,4,68,24
42,DDX39A,18,6,86,12
42,DNAJB1,7,10,57,47
42,GIPC1,8,7,47,45
42,NDUFB7,1,3,6,14
42,PKN1,16,17,129,102
42,PTGER1,10,21,57,86
42,TECR,16,3,61,23
42,ZNF333,26,7,130,45
43,ADGRE2,24,16,170,74
43,ADGRE3,41,6,111,44
43,ADGRE5,53,10,183,72
43,CLEC17A,15,5,51,44
43,DDX39A,9,1,60,27
43,DNAJB1,1,6,31,23
43,GIPC1,6,2,52,19
43,NDUFB7,3,5,10,17
43,PKN1,33,17,185,92
43,PTGER1,9,15,48,95
43,TECR,20,5,51,24
43,ZNF333,27,12,162,33
44,ADGRE2,13,23,101,104
44,ADGRE3,46,6,162,36
44,ADGRE5,36,14,123,85
44,CLEC17A,18,11,81,98
44,DDX39A,11,8,95,38
44,DNAJB1,15,5,82,53
44,GIPC1,9,6,53,38
44,NDUFB7,11,1,18,4
44,PKN1,21,15,118,90
44,PTGER1,6,8,43,67
44,TECR,19,4,88,19
44,ZNF333,29,5,131,62
45,ADGRE2,26,16,171,59
45,ADGRE3,27,24,121,99
45,ADGRE5,42,24,131,114
45,CLEC17A,12,4,59,22
45,DDX39A,11,7,63,20
45,DNAJB1,14,6,88,28
45,GIPC1,10,13,73,46
45,NDUFB7,2,5,17,36
45,PKN1,31,20,167,102
45,PTGER1,10,12,58,30
45,TECR,12,0,85,16
45,ZNF333,20,9,122,44
46,ADGRE2,37,5,185,45
46,ADGRE3,39,8,96,59
46,ADGRE5,42,20,91,103
46,CLEC17A,16,8,72,58
46,DDX39A,15,6,58,16
46,DNAJB1,8,1,74,28
46,GIPC1,5,13,61,65
46,NDUFB7,9,2,31,4
46,PKN1,13,16,135,97
46,PTGER1,14,8,75,21
46,TECR,20,13,62,48
46,ZNF333,30,22,132,89
47,ADGRE2,26,18,226,116
47,ADGRE3,14,19,59,101
47,ADGRE5,32,18,142,80
47,CLEC17A,11,6,96,19
47,DDX39A,13,7,87,40
47,DNAJB1,12,10,84,40
47,GIPC1,4,6,52,23
47,NDUFB7,3,0,27,13
47,PKN1,18,24,152,94
47,PTGER1,12,7,92,25
47,TECR,15,5,62,38
47,ZNF333,21,6,93,43
48,ADGRE2,26,16,150,114
48,ADGRE3,31,10,85,45
48,ADGRE5,56,11,157,77
48,CLEC17A,9,4,62,30
48,DDX39A,28,13,104,44
48,DNAJB1,7,5,38,28
48,GIPC1,7,12,40,85
48,NDUFB7,7,3,36,29
48,PKN1,14,16,138,101
48,PTGER1,12,13,63,40
48,TECR,9,13,57,70
48,ZNF333,47,7,196,51
49,ADGRE2,30,13,153,61
49,ADGRE3,45,16,107,78
49,ADGRE5,47,17,142,79
49,CLEC17A,21,9,82,63
49,DDX39A,17,2,84,40
49,DNAJB1,10,4,75,16
49,GIPC1,8,12,43,55
49,NDUFB7,0,2,12,13
49,PKN1,30,15,138,100
49,PTGER1,8,6,55,47
49,TECR,9,4,37,49
49,ZNF333,22,10,146,59
50,ADGRE2,20,9,162,60
50,ADGRE3,42,16,141,74
50,ADGRE5,42,24,139,114
50,CLEC17A,20,8,76,38
50,DDX39A,14,2,71,20
50,DNAJB1,12,8,38,36
50,GIPC1,10,11,40,36
50,NDUFB7,4,5,12,27
50,PKN1,30,21,169,131
50,PTGER1,13,7,88,42
50,TECR,10,3,29,32
50,ZNF333,30,7,132,58
51,ADGRE2,31,10,148,71
51,ADGRE3,27,27,96,106
51,ADGRE5,40,11,147,67
51,CLEC17A,6,4,66,63
51,DDX39A,15,5,71,29
51,DNAJB1,11,7,54,33
51,GIPC1,16,2,25,24
51,NDUFB7,4,0,40,2
51,PKN1,36,30,141,95
51,PTGER1,14,16,87,56
51,TECR,10,6,59,17
51,ZNF333,28,4,119,28
52,ADGRE2,23,15,119,92
52,ADGRE3,45,13,122,73
52,ADGRE5,37,19,116,66
52,CLEC17A,12,2,63,32
52,DDX39A,9,15,72,77
52,DNAJB1,14,9,47,28
52,GIPC1,9,10,55,32
52,NDUFB7,5,0,21,3
52,PKN1,25,14,185,99
52,PTGER1,15,7,71,36
52,TECR,10,12,38,46
52,ZNF333,15,6,104,52
53,ADGRE2,20,26,87,167
53,ADGRE3,23,8,78,61
53,ADGRE5,51,13,173,67
53,CLEC17A,7,10,46,58
53,DDX39A,21,4,97,39
53,DNAJB1,12,8,65,37
53,GIPC1,8,3,44,29
53,NDUFB7,2,1,11,6
53,PKN1,35,18,163,95
53,PTGER1,18,2,96,20
53,TECR,10,3,39,20
53,ZNF333,24,4,118,20
54,ADGRE2,21,14,129,90
54,ADGRE3,25,12,84,47
54,ADGRE5,45,6,168,56
54,CLEC17A,8,10,42,57
54,DDX39A,25,9,123,52
54,DNAJB1,7,6,32,35
54,GIPC1,10,7,56,31
54,NDUFB7,4,0,28,12
54,PKN1,37,12,233,71
54,PTGER1,9,9,43,45
54,TECR,19,5,71,31
54,ZNF333,33,3,148,42
55,ADGRE2,35,25,182,120
55,ADGRE3,25,10,71,53
55,ADGRE5,48,19,157,83
55,CLEC17A,10,0,45,14
55,DDX39A,19,10,73,31
55,DNAJB1,9,5,59,17
55,GIPC1,8,4,44,38
55,NDUFB7,5,8,25,21
55,PKN1,21,18,136,107
55,PTGER1,7,9,35,57
55,TECR,16,3,51,25
55,ZNF333,23,23,107,100
56,ADGRE2,32,27,121,128
56,ADGRE3,46,7,155,74
56,ADGRE5,51,12,137,49
56,CLEC17A,12,9,54,41
56,DDX39A,6,3,69,43
56,DNAJB1,3,7,53,44
56,GIPC1,15,7,66,27
56,NDUFB7,1,1,16,6
56,PKN1,15,12,134,71
56,PTGER1,12,18,44,84
56,TECR,23,9,59,48
56,ZNF333,25,11,132,61
57,ADGRE2,21,12,136,92
57,ADGRE3,63,14,133,94
57,ADGRE5,34,23,133,144
57,CLEC17A,15,9,51,33
57,DDX39A,26,10,122,35
57,DNAJB1,1,7,32,23
57,GIPC1,11,5,68,28
57,NDUFB7,3,2,11,21
57,PKN1,37,18,222,93
57,PTGER1,11,3,34,23
57,TECR,13,6,44,27
57,ZNF333,30,14,163,53
58,ADGRE2,15,22,79,114
58,ADGRE3,35,17,138,77
58,ADGRE5,26,12,90,83
58,CLEC17A,17,4,65,16
58,DDX39A,20,11,82,54
58,DNAJB1,5,6,46,55
58,GIPC1,14,5,82,24
58,NDUFB7,2,7,24,29
58,PKN1,26,21,161,122
58,PTGER1,10,9,60,45
58,TECR,23,5,47,27
58,ZNF333,35,9,169,43
59,ADGRE2,16,12,143,83
59,ADGRE3,38,13,87,66
59,ADGRE5,43,7,151,83
59,CLEC17A,12,7,92,50
59,DDX39A,21,12,97,66
59,DNAJB1,8,8,53,44
59,GIPC1,9,6,61,30
59,NDUFB7,8,3,44,12
59,PKN1,10,28,103,107
59,PTGER1,14,8,76,24
59,TECR,25,4,27,32
59,ZNF333,34,15,187,59
60,ADGRE2,27,19,150,104
60,ADGRE3,43,5,173,35
60,ADGRE5,35,23,116,126
60,CLEC17A,12,7,39,37
60,DDX39A,13,14,94,21
60,DNAJB1,12,8,50,40
60,GIPC1,3,3,41,28
60,NDUFB7,0,3,9,21
60,PKN1,35,23,160,140
60,PTGER1,9,7,62,44
60,TECR,14,5,39,32
60,ZNF333,36,18,154,64
61,ADGRE2,22,14,131,91
61,ADGRE3,32,14,104,83
61,ADGRE5,33,16,134,85
61,CLEC17A,11,10,57,56
61,DDX39A,14,0,50,23
61,DNAJB1,12,6,61,20
61,GIPC1,7,12,55,53
61,NDUFB7,9,3,58,12
61,PKN1,35,19,176,116
61,PTGER1,11,16,57,54
61,TECR,18,7,57,25
61,ZNF333,25,3,129,37
62,ADGRE2,28,14,149,68
62,ADGRE3,27,7,88,56
62,ADGRE5,41,12,155,91
62,CLEC17A,22,1,91,13
62,DDX39A,17,5,91,15
62,DNAJB1,14,9,71,19
62,GIPC1,12,4,47,41
62,NDUFB7,3,4,25,11
62,PKN1,30,22,195,135
62,PTGER1,4,11,53,54
62,TECR,11,3,51,18
62,ZNF333,15,11,133,57
63,ADGRE2,28,27,155,84
63,ADGRE3,30,19,111,96
63,ADGRE5,34,26,151,96
63,CLEC17A,8,3,59,17
63,DDX39A,12,4,78,45
63,DNAJB1,4,3,39,11
63,GIPC1,4,10,34,45
63,NDUFB7,1,1,22,7
63,PKN1,26,17,167,101
63,PTGER1,10,1,83,18
63,TECR,10,8,44,21
63,ZNF333,36,11,150,46
64,ADGRE2,34,41,139,165
64,ADGRE3,40,12,125,46
64,ADGRE5,41,8,177,59
64,CLEC17A,6,4,65,35
64,DDX39A,15,9,85,26
64,DNAJB1,4,4,37,33
64,GIPC1,9,0,51,19
64,NDUFB7,5,5,10,23
64,PKN1,32,29,147,102
64,PTGER1,4,10,59,46
64,TECR,14,7,85,39
64,ZNF333,27,11,123,32
65,ADGRE2,26,11,152,119
65,ADGRE3,45,14,139,109
65,ADGRE5,48,16,139,87
65,CLEC17A,11,2,41,16
65,DDX39A,13,3,81,34
65,DNAJB1,8,11,51,37
65,GIPC1,12,9,66,35
65,NDUFB7,3,5,29,34
65,PKN1,33,26,138,103
65,PTGER1,8,1,75,21
65,TECR,17,7,66,49
65,ZNF333,31,15,171,85
66,ADGRE2,22,13,95,59
66,ADGRE3,32,9,123,47
66,ADGRE5,53,27,151,121
66,CLEC17A,9,8,71,36
66,DDX39A,15,7,83,57
66,DNAJB1,13,7,65,44
66,GIPC1,11,15,72,79
66,NDUFB7,10,7,40,22
66,PKN1,31,21,148,100
66,PTGER1,17,9,61,56
66,TECR,11,2,37,44
66,ZNF333,16,10,140,56
67,ADGRE2,29,12,131,75
67,ADGRE3,28,13,96,56
67,ADGRE5,65,10,161,62
67,CLEC17A,10,3,61,4
67,DDX39A,9,12,75,41
67,DNAJB1,4,6,47,49
67,GIPC1,14,4,65,41
67,NDUFB7,5,6,17,29
67,PKN1,33,34,186,100
67,PTGER1,18,11,53,79
67,TECR,16,13,33,51
67,ZNF333,30,3,121,32
68,ADGRE2,32,21,161,103
68,ADGRE3,30,21,100,97
68,ADGRE5,39,9,134,72
68,CLEC17A,16,10,71,47
68,DDX39A,17,4,61,35
68,DNAJB1,8,3,51,19
68,GIPC1,10,1,57,8
68,NDUFB7,5,0,30,3
68,PKN1,34,17,192,105
68,PTGER1,6,6,49,40
68,TECR,8,10,47,53
68,ZNF333,17,12,129,49
69,ADGRE2,28,10,175,72
69,ADGRE3,47,12,135,105
69,ADGRE5,20,15,129,123
69,CLEC17A,11,11,51,49
69,DDX39A,10,6,49,40
69,DNAJB1,12,6,37,29
69,GIPC1,11,14,59,67
69,NDUFB7,1,2,16,9
69,PKN1,30,21,166,120
69,PTGER1,10,10,59,50
69,TECR,14,3,24,24
69,ZNF333,30,13,114,63
70,ADGRE2,32,14,155,72
70,ADGRE3,35,7,100,82
70,ADGRE5,52,19,120,99
70,CLEC17A,13,4,91,13
70,DDX39A,6,3,33,39
70,DNAJB1,15,11,79,32
70,GIPC1,2,8,46,28
70,NDUFB7,8,6,26,24
70,PKN1,22,21,119,129
70,PTGER1,8,8,66,37
70,TECR,23,7,80,49
70,ZNF333,30,5,154,47
71,ADGRE2,29,17,123,125
71,ADGRE3,38,10,122,33
71,ADGRE5,32,21,138,118
71,CLEC17A,10,16,74,67
71,DDX39A,17,11,81,26
71,DNAJB1,14,13,59,52
71,GIPC1,13,13,56,71
71,NDUFB7,2,3,7,19
71,PKN1,29,17,139,140
71,PTGER1,21,14,69,78
71,TECR,17,5,59,23
71,ZNF333,21,13,95,75
72,ADGRE2,27,34,134,150
72,ADGRE3,31,23,136,106
72,ADGRE5,51,11,196,81
72,CLEC17A,4,7,48,22
72,DDX39A,5,8,47,34
72,DNAJB1,8,4,42,19
